PermID,OrgName,ID,Stock
https://permid.org/1-4295880658,Sosei Group Corp,84,4565
https://permid.org/1-4295879052,K'S Holdings Corp,85,8282
https://permid.org/1-4295876215,Exedy Corp,86,7278
https://permid.org/1-4298052290,Ascot Corp,87,3264
https://permid.org/1-4295877344,Nippon Suisan Kaisha Ltd,88,1332
https://permid.org/1-4295876273,Oak Capital Corp,89,3113
https://permid.org/1-4295878512,Nisshinbo Holdings Inc,90,3105
https://permid.org/1-5046011818,Signpost Corp,91,3996
https://permid.org/1-4295880136,Japan Rental Housing Investments Inc,92,8986
https://permid.org/1-4295875919,Cocokara Fine Inc,93,3098
https://permid.org/1-4295880190,Japan Excellent Inc,94,8987
https://permid.org/1-4295876807,AnGes Inc,95,4563
https://permid.org/1-4295877845,Nippon Shokubai Co Ltd,96,4114
https://permid.org/1-4297203398,Hotto Link Inc,97,3680
https://permid.org/1-4295877991,Tobishima Corp,98,1805
https://permid.org/1-5000421097,ReproCell Inc,99,4978
https://permid.org/1-4295877357,NEC Corp,100,6701
https://permid.org/1-4295880347,Monogatari Corp,101,3097
https://permid.org/1-5046020783,Grace Technology Inc,102,6541
https://permid.org/1-4295876015,Nippon Gas Co Ltd,103,8174
https://permid.org/1-5051779056,Nishi-Nippon Financial Holdings Inc,104,7189
https://permid.org/1-5046044062,Cosmo Energy Holdings Co Ltd,105,5021
https://permid.org/1-4295880820,Nomura Real Estate Holdings Inc,106,3231
,,107,1571
https://permid.org/1-5035555122,BrightPath Biotherapeutics Co Ltd,108,4594
https://permid.org/1-4298107999,Gree Inc,109,3632
https://permid.org/1-4295880626,Flight Holdings Inc,110,3753
https://permid.org/1-4295880588,Toa Corp,111,1885
https://permid.org/1-4295880340,Nippon Accommodations Fund Inc,112,3226
https://permid.org/1-4295876865,Ichikoh Industries Ltd,113,7244
https://permid.org/1-4295877675,Clarion Co Ltd,114,6796
https://permid.org/1-4295879903,Mandom Corp,115,4917
https://permid.org/1-4295877631,Fudo Tetra Corp,116,1813
https://permid.org/1-4298076741,Persol Holdings Co Ltd,117,2181
https://permid.org/1-4295877407,Toyo Seikan Group Holdings Ltd,118,5901
https://permid.org/1-4295880335,AVIX Inc,119,7836
https://permid.org/1-4295877622,Krosaki Harima Corp,120,5352
https://permid.org/1-4295880338,Japan Prime Realty Investment Corp,121,8955
https://permid.org/1-4295877549,Round One Corp,122,4680
https://permid.org/1-4295876440,Japan Petroleum Exploration Co Ltd,123,1662
https://permid.org/1-5057763606,Genky DrugStores Co Ltd,124,9267
https://permid.org/1-4295878777,Saizeriya Co Ltd,125,7581
https://permid.org/1-4295879483,United Arrows Ltd,126,7606
https://permid.org/1-5000724146,Digital Media Professionals Inc,127,3652
https://permid.org/1-4295876942,Sumitomo Forestry Co Ltd,128,1911
https://permid.org/1-5051613459,Kusuri No Aoki Holdings Co Ltd,129,3549
,,130,1357
,,131,1570
https://permid.org/1-4295877962,Showa Denko KK,132,4004
https://permid.org/1-4295877191,Fast Retailing Co Ltd,133,9983
https://permid.org/1-4295880715,Yaskawa Electric Corp,134,6506
https://permid.org/1-4295878505,Mizuho Financial Group Inc,135,8411
https://permid.org/1-4295877094,SoftBank Group Corp,136,9984
https://permid.org/1-4295876067,Nintendo Co Ltd,137,7974
https://permid.org/1-5000059822,Sojitz Corp,138,2768
https://permid.org/1-4295878766,Sumitomo Mitsui Financial Group Inc,139,8316
https://permid.org/1-4295875926,Start Today Co Ltd,140,3092
https://permid.org/1-4295878523,Tokyo Electron Ltd,141,8035
https://permid.org/1-4295878412,Dentsu Inc,142,4324
https://permid.org/1-4295877311,Toshiba Corp,143,6502
https://permid.org/1-4295879094,Seven Bank Ltd,144,8410
https://permid.org/1-4295880668,Murata Manufacturing Co Ltd,145,6981
https://permid.org/1-4295877339,Sumitomo Chemical Co Ltd,146,4005
https://permid.org/1-4295878518,Tokai Carbon Co Ltd,147,5301
https://permid.org/1-5000000933,Mitsubishi UFJ Financial Group Inc,148,8306
https://permid.org/1-4295876884,Chugai Pharmaceutical Co Ltd,149,4519
https://permid.org/1-4295878784,Yahoo Japan Corp,150,4689
https://permid.org/1-4295880440,Sumco Corp,151,3436
https://permid.org/1-4295876960,TDK Corp,152,6762
,,153,1579
https://permid.org/1-5000022643,Japan Post Holdings Co Ltd,154,6178
,,155,1360
https://permid.org/1-4296954028,Japan Display Inc,156,6740
https://permid.org/1-4295880739,Aisin Seiki Co Ltd,157,7259
https://permid.org/1-4295880541,Fanuc Corp,158,6954
https://permid.org/1-5000038376,Fukuoka Financial Group Inc,159,8354
https://permid.org/1-4295877369,Komatsu Ltd,160,6301
https://permid.org/1-4295878798,Aozora Bank Ltd,161,8304
https://permid.org/1-4298102354,Meiji Holdings Co Ltd,162,2269
https://permid.org/1-4295880487,Chiba Bank Ltd,163,8331
https://permid.org/1-4295876533,Nidec Corp,164,6594
https://permid.org/1-4295877349,AGC Inc,165,5201
https://permid.org/1-5000002406,Sony Corp,166,6758
https://permid.org/1-4295875973,Konami Holdings Corp,167,9766
https://permid.org/1-5000000979,Monex Group Inc,168,8698
https://permid.org/1-4295876068,Mitsubishi Motors Corp,169,7211
https://permid.org/1-4295876894,Eisai Co Ltd,170,4523
https://permid.org/1-4295880577,KDDI Corp,171,9433
https://permid.org/1-4295880530,Kajima Corp,172,1812
https://permid.org/1-4295880344,Daikin Industries Ltd,173,6367
https://permid.org/1-4295880698,Shin-Etsu Chemical Co Ltd,174,4063
https://permid.org/1-4295878901,Fancl Corp,175,4921
https://permid.org/1-4295880128,Dai-ichi Life Holdings Inc,176,8750
https://permid.org/1-4295876961,Taisei Corp,177,1801
https://permid.org/1-4295878607,Terumo Corp,178,4543
https://permid.org/1-4295880592,Taiheiyo Cement Corp,179,5233
https://permid.org/1-5000002332,Coca-Cola Bottlers Japan Holdings Inc,180,2579
https://permid.org/1-4295878790,Square Enix Holdings Co Ltd,181,9684
https://permid.org/1-4295877341,Nissan Motor Co Ltd,182,7201
https://permid.org/1-4295877428,Shiseido Co Ltd,183,4911
https://permid.org/1-4295877446,Ryohin Keikaku Co Ltd,184,7453
https://permid.org/1-5000002343,CyberAgent Inc,185,4751
https://permid.org/1-4295878032,Rohm Co Ltd,186,6963
https://permid.org/1-4295880376,Invincible Investment Corp,187,8963
https://permid.org/1-4298462165,Pola Orbis Holdings Inc,188,4927
https://permid.org/1-4295880759,Remixpoint Inc,189,3825
https://permid.org/1-4295877957,Taiyo Yuden Co Ltd,190,6976
https://permid.org/1-4295877353,Takeda Pharmaceutical Co Ltd,191,4502
https://permid.org/1-5047749911,Concordia Financial Group Ltd,192,7186
https://permid.org/1-4295876946,Omron Corp,193,6645
https://permid.org/1-4295879109,Japan Tobacco Inc,194,2914
https://permid.org/1-4295880644,Tokyo Electric Power Company Holdings Inc,195,9501
https://permid.org/1-5000058303,Honda Motor Co Ltd,196,7267
https://permid.org/1-4295876038,SMC Corp,197,6273
https://permid.org/1-4295876746,Toyota Motor Corp,198,7203
https://permid.org/1-5000448124,Suntory Beverage & Food Ltd,199,2587
https://permid.org/1-4295878176,Tokio Marine Holdings Inc,200,8766
https://permid.org/1-4295878477,Sumitomo Mitsui Trust Holdings Inc,201,8309
https://permid.org/1-4295877299,IHI Corp,202,7013
https://permid.org/1-4295880516,Itochu Corp,203,8001
https://permid.org/1-4295878938,Yamada Denki Co Ltd,204,9831
https://permid.org/1-4295876936,Olympus Corp,205,7733
https://permid.org/1-4295880812,M3 Inc,206,2413
https://permid.org/1-4295876965,Astellas Pharma Inc,207,4503
https://permid.org/1-4295877060,NTT Data Corp,208,9613
https://permid.org/1-4295877413,Canon Inc,209,7751
https://permid.org/1-4295878265,Don Quijote Holdings Co Ltd,210,7532
https://permid.org/1-4295878848,MonotaRO Co Ltd,211,3064
https://permid.org/1-4297836741,Japan Post Bank Co Ltd,212,7182
https://permid.org/1-4295878992,SBI Holdings Inc,213,8473
https://permid.org/1-5000016754,Recruit Holdings Co Ltd,214,6098
https://permid.org/1-5042250105,Mercari Inc,215,4385
https://permid.org/1-4295877348,Kobe Steel Ltd,216,5406
https://permid.org/1-4295878646,Aiful Corp,217,8515
https://permid.org/1-4295880406,Nihon M&A Center Inc,218,2127
https://permid.org/1-4295878822,ValueCommerce Co Ltd,219,2491
,,220,1321
https://permid.org/1-5000001896,T&D Holdings Inc,221,8795
https://permid.org/1-4295878807,Trend Micro Inc,222,4704
https://permid.org/1-4295877325,Hitachi Ltd,223,6501
https://permid.org/1-4295877096,Nitori Holdings Co Ltd,224,9843
https://permid.org/1-4295878022,Mitsubishi Tanabe Pharma Corp,225,4508
https://permid.org/1-4295877223,Yamaha Corp,226,7951
https://permid.org/1-4295877355,Fujitsu Ltd,227,6702
https://permid.org/1-4295877273,Oriental Land Co Ltd,228,4661
https://permid.org/1-4298187727,Line Corp,229,3938
https://permid.org/1-4295880399,GungHo Online Entertainment Inc,230,3765
https://permid.org/1-4295879865,Kose Corp,231,4922
https://permid.org/1-4295880509,Hachijuni Bank Ltd,232,8359
https://permid.org/1-4295876950,TOTO Ltd,233,5332
https://permid.org/1-4295880409,Idemitsu Kosan Co Ltd,234,5019
https://permid.org/1-4295877319,Mitsubishi Electric Corp,235,6503
https://permid.org/1-4295880044,Lawson Inc,236,2651
https://permid.org/1-4295877659,Daifuku Co Ltd,237,6383
https://permid.org/1-4295880477,Alps Electric Co Ltd,238,6770
https://permid.org/1-4295877061,Pigeon Corp,239,7956
https://permid.org/1-4295877616,Hankyu Hanshin Holdings Inc,240,9042
https://permid.org/1-4295880549,Mitsubishi Estate Co Ltd,241,8802
https://permid.org/1-4295880584,Daiichi Sankyo Co Ltd,242,4568
https://permid.org/1-4295880691,NTN Corp,243,6472
https://permid.org/1-4295876953,Shimizu Corp,244,1803
https://permid.org/1-4295875937,Hitachi Construction Machinery Co Ltd,245,6305
https://permid.org/1-4295878065,Shinsei Bank Ltd,246,8303
https://permid.org/1-4295877478,Disco Corp,247,6146
https://permid.org/1-4295877427,Kao Corp,248,4452
https://permid.org/1-4295876948,Makita Corp,249,6586
https://permid.org/1-5000002397,Kirin Holdings Co Ltd,250,2503
https://permid.org/1-4295876890,Koito Manufacturing Co Ltd,251,7276
https://permid.org/1-4295878431,Resona Holdings Inc,252,8308
https://permid.org/1-4295878634,NTT Docomo Inc,253,9437
https://permid.org/1-4295879103,Nabtesco Corp,254,6268
https://permid.org/1-4295877430,Sumitomo Metal Mining Co Ltd,255,5713
https://permid.org/1-4295878046,Yakult Honsha Co Ltd,256,2267
https://permid.org/1-4295876065,FamilyMart UNY Holdings Co Ltd,257,8028
https://permid.org/1-5000000997,Sumitomo Corp,258,8053
https://permid.org/1-4295876581,Orix Corp,259,8591
https://permid.org/1-4295880542,Mitsui Fudosan Co Ltd,260,8801
https://permid.org/1-4295877414,Mitsui Mining and Smelting Co Ltd,261,5706
https://permid.org/1-4298032690,Mebuki Financial Group Inc,262,7167
https://permid.org/1-5037315029,Renova Inc,263,9519
https://permid.org/1-4295877156,Kikkoman Corp,264,2801
https://permid.org/1-4295880590,Suruga Bank Ltd,265,8358
https://permid.org/1-4295877395,Kubota Corp,266,6326
https://permid.org/1-4295878438,East Japan Railway Co,267,9020
https://permid.org/1-4295880559,Japan Airlines Co Ltd,268,9201
https://permid.org/1-4295876100,Daito Trust Construction Co Ltd,269,1878
https://permid.org/1-4295880695,Shimadzu Corp,270,7701
https://permid.org/1-4295876064,Keyence Corp,271,6861
https://permid.org/1-4295876949,Tokuyama Corp,272,4043
https://permid.org/1-4295878407,Nippon Building Fund Inc,273,8951
https://permid.org/1-4295877439,Toyota Industries Corp,274,6201
https://permid.org/1-4295880607,MS&AD Insurance Group Holdings Inc,275,8725
https://permid.org/1-4295880585,Nippon Yusen KK,276,9101
https://permid.org/1-4295877099,THK Co Ltd,277,6481
https://permid.org/1-4295877384,Suzuki Motor Corp,278,7269
https://permid.org/1-4295880574,Mitsui & Co Ltd,279,8031
https://permid.org/1-4295877240,Nitto Denko Corp,280,6988
,,281,1365
https://permid.org/1-4295877797,Panasonic Corp,282,6752
https://permid.org/1-4295880570,Mitsubishi Corp,283,8058
https://permid.org/1-4295878567,Tokyo Steel Manufacturing Co Ltd,284,5423
https://permid.org/1-4295877361,Denso Corp,285,6902
https://permid.org/1-4295876913,Kyocera Corp,286,6971
https://permid.org/1-5000059898,Fuji Electric Co Ltd,287,6504
https://permid.org/1-4295877182,West Japan Railway Co,288,9021
,,289,1458
https://permid.org/1-4295877318,Mazda Motor Corp,290,7261
https://permid.org/1-4295878697,Horiba Ltd,291,6856
https://permid.org/1-4295877423,Oji Holdings Corp,292,3861
https://permid.org/1-4295877335,Kawasaki Heavy Industries Ltd,293,7012
https://permid.org/1-4295880543,Marubeni Corp,294,8002
https://permid.org/1-5000001016,Bandai Namco Holdings Inc,295,7832
https://permid.org/1-4295877507,NanoCarrier Co Ltd,296,4571
https://permid.org/1-4295879828,Sekisui House Ltd,297,1928
https://permid.org/1-4295877820,NGK Spark Plug Co Ltd,298,5334
https://permid.org/1-4295876819,Terilogy Co Ltd,299,3356
https://permid.org/1-4295878084,Acom Co Ltd,300,8572
https://permid.org/1-4295878778,Kobayashi Pharmaceutical Co Ltd,301,4967
https://permid.org/1-4295880218,Sony Financial Holdings Inc,302,8729
https://permid.org/1-4295880586,Shizuoka Bank Ltd,303,8355
https://permid.org/1-4295880116,Rakuten Inc,304,4755
https://permid.org/1-4295878681,Hitachi High-Technologies Corp,305,8036
https://permid.org/1-4295880513,Gunma Bank Ltd,306,8334
https://permid.org/1-4295878302,Japan Hotel REIT Investment Corp,307,8985
https://permid.org/1-5000073379,Otsuka Holdings Co Ltd,308,4578
https://permid.org/1-4295879788,Ulvac Inc,309,6728
https://permid.org/1-4295880332,Renesas Electronics Corp,310,6723
https://permid.org/1-5036380524,Skylark Holdings Co Ltd,311,3197
https://permid.org/1-4295878461,En-Japan Inc,312,4849
https://permid.org/1-4295880343,Land Co Ltd,313,8918
,,314,1459
https://permid.org/1-4295877334,Showa Shell Sekiyu KK,315,5002
https://permid.org/1-4295877313,Nippon Steel & Sumitomo Metal Corp,316,5401
https://permid.org/1-4295877908,Santen Pharmaceutical Co Ltd,317,4536
https://permid.org/1-4295877425,Mitsubishi Materials Corp,318,5711
https://permid.org/1-4295880610,Obayashi Corp,319,1802
https://permid.org/1-4295878690,Ibiden Co Ltd,320,4062
https://permid.org/1-4295878402,Japan Real Estate Investment Corp,321,8952
https://permid.org/1-4295880685,Nippon Telegraph and Telephone Corp,322,9432
https://permid.org/1-5040060538,Tokyu Fudosan Holdings Corp,323,3289
https://permid.org/1-4295876954,Stanley Electric Co Ltd,324,6923
https://permid.org/1-5000663094,SOMPO Holdings Inc,325,8630
https://permid.org/1-4295877493,Central Japan Railway Co,326,9022
https://permid.org/1-4295880567,Minebea Mitsumi Inc,327,6479
https://permid.org/1-4295878436,Nomura Research Institute Ltd,328,4307
https://permid.org/1-4295878771,Kyoritsu Maintenance Co Ltd,329,9616
https://permid.org/1-4295878040,Yamato Holdings Co Ltd,330,9064
https://permid.org/1-5000472343,JXTG Holdings Inc,331,5020
https://permid.org/1-4295876559,TIS Inc,332,3626
https://permid.org/1-4295878041,Nifco Inc,333,7988
https://permid.org/1-4295880502,Ebara Corp,334,6361
https://permid.org/1-4298187707,Nexon Co Ltd,335,3659
https://permid.org/1-4296322186,Calbee Inc,336,2229
https://permid.org/1-5037437391,Kitanotatsujin Corp,337,2930
https://permid.org/1-4297675169,M-up Inc,338,3661
https://permid.org/1-4295877436,Denka Co Ltd,339,4061
https://permid.org/1-4295880164,SAMURAI&J PARTNERS Co Ltd,340,4764
https://permid.org/1-4295880403,Tokyo Gas Co Ltd,341,9531
https://permid.org/1-4295877812,Nippon Carbon Co Ltd,342,5302
https://permid.org/1-5056436277,Visionaryholdings Co Ltd,343,9263
https://permid.org/1-4295878967,Outsourcing Inc,344,2427
https://permid.org/1-4295877859,Nissan Chemical Corp,345,4021
https://permid.org/1-4295877505,Tobu Railway Co Ltd,346,9001
https://permid.org/1-4295877382,Yamaha Motor Co Ltd,347,7272
https://permid.org/1-4295879222,Relo Group Inc,348,8876
https://permid.org/1-5001546120,Oncolys Biopharma Inc,349,4588
https://permid.org/1-4295877092,Ito En Ltd,350,2593
https://permid.org/1-4295878521,Unicharm Corp,351,8113
https://permid.org/1-4295877302,Mitsubishi Heavy Industries Ltd,352,7011
https://permid.org/1-4295876904,Kurita Water Industries Ltd,353,6370
https://permid.org/1-4295877855,Nippon Yakin Kogyo Co Ltd,354,5480
https://permid.org/1-4295880761,TORIDOLL Holdings Corp,355,3397
https://permid.org/1-4295877401,Ajinomoto Co Inc,356,2802
https://permid.org/1-4295876878,Haseko Corp,357,1808
https://permid.org/1-4295878796,Park24 Co Ltd,358,4666
https://permid.org/1-4295880393,Inpex Corp,359,1605
https://permid.org/1-4295880161,ABC-Mart Inc,360,2670
https://permid.org/1-4295877178,Hamamatsu Photonics KK,361,6965
https://permid.org/1-4295877874,Ono Pharmaceutical Co Ltd,362,4528
https://permid.org/1-4295878485,Advantest Corp,363,6857
https://permid.org/1-4295876916,Nippon Electric Glass Co Ltd,364,5214
https://permid.org/1-4295880565,Nippon Express Co Ltd,365,9062
https://permid.org/1-4295877487,Sundrug Co Ltd,366,9989
https://permid.org/1-5000075491,Konica Minolta Inc,367,4902
https://permid.org/1-4295880726,JFE Holdings Inc,368,5411
https://permid.org/1-5035575886,BrainPad Inc,369,3655
https://permid.org/1-4295880671,Nippon Paint Holdings Co Ltd,370,4612
https://permid.org/1-4295880690,Sumitomo Realty & Development Co Ltd,371,8830
https://permid.org/1-4295877928,Secom Co Ltd,372,9735
https://permid.org/1-4295876922,Nissin Foods Holdings Co Ltd,373,2897
https://permid.org/1-4295880793,DeNA Co Ltd,374,2432
https://permid.org/1-4295877381,Sharp Corp,375,6753
https://permid.org/1-4295877551,JSR Corp,376,4185
https://permid.org/1-4295880522,Aeon Co Ltd,377,8267
https://permid.org/1-5037661415,Bengo4.com Inc,378,6027
https://permid.org/1-4295877087,Aeon Financial Service Co Ltd,379,8570
https://permid.org/1-5040808921,Hulic Reit Inc,380,3295
https://permid.org/1-4295877089,Sysmex Corp,381,6869
https://permid.org/1-4295876114,Japan Airport Terminal Co Ltd,382,9706
https://permid.org/1-4295879814,Misumi Group Inc,383,9962
https://permid.org/1-4295877909,Sankyu Inc,384,9065
https://permid.org/1-4295878706,Fujitsu General Ltd,385,6755
https://permid.org/1-4295877338,Toray Industries Inc,386,3402
https://permid.org/1-4295877399,Hino Motors Ltd,387,7205
https://permid.org/1-4295877320,Bridgestone Corp,388,5108
https://permid.org/1-5035553862,PeptiDream Inc,389,4587
https://permid.org/1-4295877366,Fujifilm Holdings Corp,390,4901
https://permid.org/1-4295877421,Mitsui Chemicals Inc,391,4183
https://permid.org/1-5037947712,GLP J-REIT,392,3281
https://permid.org/1-4295876861,Daiwa House Industry Co Ltd,393,1925
https://permid.org/1-4295880562,Hoya Corp,394,7741
https://permid.org/1-4295880490,Seven & i Holdings Co Ltd,395,3382
https://permid.org/1-4295878767,H.I.S. Co Ltd,396,9603
https://permid.org/1-4295875910,Miraca Holdings Inc,397,4544
https://permid.org/1-4295880583,Orient Corp,398,8585
https://permid.org/1-4295876951,Shionogi & Co Ltd,399,4507
https://permid.org/1-4298032666,RaQualia Pharma Inc,400,4579
https://permid.org/1-4295877398,Subaru Corp,401,7270
https://permid.org/1-4295880216,Sohgo Security Services Co Ltd,402,2331
https://permid.org/1-4295876498,Asahi Group Holdings Ltd,403,2502
https://permid.org/1-4295880528,Kansai Electric Power Co Inc,404,9503
https://permid.org/1-4295880178,Seria Co Ltd,405,2782
https://permid.org/1-4295879028,IDOM Inc,406,7599
https://permid.org/1-4295880494,ANA Holdings Inc,407,9202
https://permid.org/1-4295875997,Tokyo Century Corp,408,8439
https://permid.org/1-4295880639,GMO Payment Gateway Inc,409,3769
https://permid.org/1-4295879796,Capcom Co Ltd,410,9697
https://permid.org/1-4295879299,Sawai Pharmaceutical Co Ltd,411,4555
https://permid.org/1-4295880113,Fasteps Co Ltd,412,2338
https://permid.org/1-4295877429,Kyowa Hakko Kirin Co Ltd,413,4151
https://permid.org/1-4295880693,Taiyo Nippon Sanso Corp,414,4091
https://permid.org/1-4295878091,Mitsubishi UFJ Lease & Finance Co Ltd,415,8593
https://permid.org/1-4298069335,Japan Post Insurance Co Ltd,416,7181
https://permid.org/1-4295876019,Mitsubishi Chemical Holdings Corp,417,4188
https://permid.org/1-4295877330,Asahi Kasei Corp,418,3407
https://permid.org/1-4296475275,Ya-Man Ltd,419,6630
https://permid.org/1-4295876903,Mitsubishi Gas Chemical Co Inc,420,4182
https://permid.org/1-5040225688,Open House Co Ltd,421,3288
https://permid.org/1-4295880650,Hazama Ando Corp,422,1719
https://permid.org/1-4295877688,Screen Holdings Co Ltd,423,7735
https://permid.org/1-5000057997,Seibu Holdings Inc,424,9024
https://permid.org/1-4295880501,Daiwa Securities Group Inc,425,8601
https://permid.org/1-4295878735,BIC Camera Inc,426,3048
https://permid.org/1-4295880241,Dip Corp,427,2379
https://permid.org/1-4295878856,McDonald's Holdings Company Japan Ltd,428,2702
https://permid.org/1-4295880496,Brother Industries Ltd,429,6448
https://permid.org/1-4295878353,V Technology Co Ltd,430,7717
https://permid.org/1-4295880504,Chubu Electric Power Co Inc,431,9502
https://permid.org/1-5052131291,Sushiro Global Holdings Ltd,432,3563
https://permid.org/1-4295878450,Japan Retail Fund Investment Corp,433,8953
https://permid.org/1-5037476208,TechnoPro Holdings Inc,434,6028
https://permid.org/1-4295877386,Sumitomo Heavy Industries Ltd,435,6302
https://permid.org/1-4295877744,Keisei Electric Railway Co Ltd,436,9009
https://permid.org/1-4295876102,Pepper Food Service Co Ltd,437,3053
https://permid.org/1-4295880539,Ezaki Glico Co Ltd,438,2206
https://permid.org/1-4295880850,GNI Group Ltd,439,2160
https://permid.org/1-4295880313,Ichigo Inc,440,2337
https://permid.org/1-4295878164,Amada Holdings Co Ltd,441,6113
https://permid.org/1-5035308732,Colopl Inc,442,3668
https://permid.org/1-4295876396,LIXIL Group Corp,443,5938
https://permid.org/1-4295880622,Penta-Ocean Construction Co Ltd,444,1893
https://permid.org/1-5042217608,Gunosy Inc,445,6047
https://permid.org/1-5046662606,Nomura Real Estate Master Fund Inc,446,3462
https://permid.org/1-4295877839,NOF Corp,447,4403
https://permid.org/1-4295877321,Isuzu Motors Ltd,448,7202
https://permid.org/1-4295877489,Ricoh Co Ltd,449,7752
https://permid.org/1-4295877394,Teijin Ltd,450,3401
